,date,difficulty,hashrate,price,revenue
1011,08/10/2019,1.27598E+13,102755638.2,8212.02,17060959.45
1012,09/10/2019,1.27598E+13,87532580.7,8190,14626389.97
1013,10/10/2019,1.28748E+13,103681264.3,8587.92,17831123.68
1014,11/10/2019,1.30081E+13,100875176.1,8586.9,17060812.1
1015,12/10/2019,1.30081E+13,86002553.97,8269.73,14021139.92
1016,13/10/2019,1.30081E+13,91822275.67,8308.01,15185999.16
1017,14/10/2019,1.30081E+13,87295825.46,8283.76,14628224.19
1018,15/10/2019,1.30081E+13,98935268.85,8353.54,16240085.96
1019,16/10/2019,1.30081E+13,92468911.41,8162.16,14633533.22
1020,17/10/2019,1.30081E+13,96995361.62,8002.51,15858419.08
1021,18/10/2019,1.30081E+13,103461719.1,8076.78,16329289.22
1022,19/10/2019,1.30081E+13,91822275.67,7954.15,14484979.9
1023,20/10/2019,1.30081E+13,94408818.64,7960.04,14984777.03
1024,21/10/2019,1.30081E+13,102815083.3,8231.06,16722180.44
1025,22/10/2019,1.30081E+13,109281440.8,8222.52,17496598.35
1026,23/10/2019,1.30691E+13,109144376.3,8026.76,17079475.39
1027,24/10/2019,1.36915E+13,90520752.86,7469.56,12594197.43
1028,25/10/2019,1.36915E+13,93923788.68,7431.88,13909079.27
1029,26/10/2019,1.36915E+13,95285003.01,8666.79,16769057.92
1030,27/10/2019,1.36915E+13,78269823.9,9259.8,13879519.95
1031,28/10/2019,1.36915E+13,91201360.02,9551.54,16254462.72
1032,29/10/2019,1.36915E+13,90520752.86,9218.76,15907595.39
1033,30/10/2019,1.36915E+13,91201360.02,9433.35,15935289.73
1034,31/10/2019,1.36915E+13,89840145.69,9164.62,15460313.8
1035,01/11/2019,1.36915E+13,88478931.37,9147.98,15476389.78
1036,02/11/2019,1.36915E+13,91201360.02,9252.99,16052149.36
1037,03/11/2019,1.36915E+13,93923788.68,9301.18,16402669.81
1038,04/11/2019,1.36915E+13,89840145.69,9206.16,15941423.77
1039,05/11/2019,1.36915E+13,98007431.67,9418.05,17451427.1
1040,06/11/2019,1.36915E+13,89840145.69,9310.19,15769410.01
1041,07/11/2019,1.36699E+13,91737090.37,9343.34,15970955.44
1042,08/11/2019,1.272E+13,80936306.12,9204.24,14762408.04
1043,09/11/2019,1.272E+13,91053344.38,8766.04,16111246.62
1044,10/11/2019,1.272E+13,104964272,8809.41,18896479.03
1045,11/11/2019,1.272E+13,95479548.62,9037.12,16881322.71
1046,12/11/2019,1.272E+13,85362510.36,8717.81,14989182.4
1047,13/11/2019,1.272E+13,85362510.36,8801.52,15067619.93
1048,14/11/2019,1.272E+13,106861216.7,8762.42,18779474.74
1049,15/11/2019,1.272E+13,99905752.86,8632.32,17351278.97
1050,16/11/2019,1.272E+13,93582603.95,8457.69,15864379.2
1051,17/11/2019,1.272E+13,97376493.3,8482.7,16582477.3
1052,18/11/2019,1.272E+13,88524084.81,8503.93,14963381.52
1053,19/11/2019,1.272E+13,92950289.06,8175.99,15599060.26
1054,20/11/2019,1.272E+13,89788714.6,8120.8,14807093.07
1055,21/11/2019,1.27958E+13,87143254.96,8081.81,13715760.95
1056,22/11/2019,1.29732E+13,85127203.65,7617.07,12538677.98
1057,23/11/2019,1.29732E+13,111568229,7286.35,16178363.03
1058,24/11/2019,1.29732E+13,84482300.6,7324.03,11832812.58
1059,25/11/2019,1.29732E+13,80612882.25,6907.4,11205569.82
1060,26/11/2019,1.29732E+13,78678173.07,7130.25,11167150.57
1061,27/11/2019,1.29732E+13,89641525.06,7163.63,12848987.49
1062,28/11/2019,1.29732E+13,105119198.5,7523.83,15917751.91
1063,29/11/2019,1.29732E+13,87706815.88,7431,14142605.49
1064,30/11/2019,1.29732E+13,81257785.31,7757.47,12281980.57
1065,01/12/2019,1.29732E+13,89641525.06,7557.72,12925726.37
1066,02/12/2019,1.29732E+13,93510943.41,7402.69,13446041.66
1067,03/12/2019,1.29732E+13,101894683.2,7309.59,14637722.11
1068,04/12/2019,1.29732E+13,107698810.7,7296.77,15591131.4
1069,05/12/2019,1.2956E+13,93386357.5,7192.85,13451289.42
1070,06/12/2019,1.28768E+13,92816137.38,7395.97,13603961.75
1071,07/12/2019,1.28768E+13,99217250.3,7547.19,15286888.49
1072,08/12/2019,1.28768E+13,94736471.25,7504.83,13969510.4
1073,09/12/2019,1.28768E+13,94736471.25,7522.39,13970881.97
1074,10/12/2019,1.28768E+13,94736471.25,7337.42,13646564.11
1075,11/12/2019,1.28768E+13,84494690.58,7220.76,12062018.83
1076,12/12/2019,1.28768E+13,85134801.87,7202.31,12076200.2
1077,13/12/2019,1.28768E+13,97296916.42,7189.16,14060284.47
1078,14/12/2019,1.28768E+13,96656805.13,7251.87,13824044.96
1079,15/12/2019,1.28768E+13,79373800.24,7067.74,11126047.87
1080,16/12/2019,1.28768E+13,100497472.9,7111.14,14132643.71
1081,17/12/2019,1.28768E+13,90255692.21,6879.54,12121833.95
1082,18/12/2019,1.28768E+13,85774913.16,6612.12,11695182.78
1083,19/12/2019,1.28928E+13,100622310.1,7284.29,14591652.02
1084,20/12/2019,1.29486E+13,100413779,7150.86,14124384.46
1085,21/12/2019,1.29486E+13,113287340.4,7190.17,15844785.32
1086,22/12/2019,1.29486E+13,108781593.9,7143.2,15337832.97
1087,23/12/2019,1.29486E+13,92045964.05,7514.41,13758030.76
1088,24/12/2019,1.29486E+13,80459758.78,7322.08,11525831.91
1089,25/12/2019,1.29486E+13,82390793,7250.69,11634910.29
1090,26/12/2019,1.29486E+13,107494237.7,7192.72,15752637.61
1091,27/12/2019,1.29486E+13,93333320.19,7194.4,13514433.19
1092,28/12/2019,1.29486E+13,95908032.47,7243.93,13698700.74
1093,29/12/2019,1.29486E+13,99770100.89,7301.07,14317659.02
1094,30/12/2019,1.29486E+13,106850559.7,7385.36,15446347.04
1095,31/12/2019,1.29486E+13,93333320.19,7219.6,13152944.22
1096,01/01/2020,1.30317E+13,112718458.5,7168.31,15907075.79
